file_name,AI,origin_name
lsun-bedrooms16.png,0,lsun-bedrooms
lsun-bedrooms17.png,0,lsun-bedrooms
lsun-bedrooms18.png,0,lsun-bedrooms
lsun-bedrooms19.png,0,lsun-bedrooms
lsun-bedrooms20.png,0,lsun-bedrooms
lsun-bedrooms21.png,0,lsun-bedrooms
lsun-bedrooms22.png,0,lsun-bedrooms
lsun-bedrooms23.png,0,lsun-bedrooms
lsun-bedrooms24.png,0,lsun-bedrooms
lsun-bedrooms25.png,0,lsun-bedrooms
lsun-bedrooms26.png,0,lsun-bedrooms
lsun-bedrooms27.png,0,lsun-bedrooms
lsun-bedrooms28.png,0,lsun-bedrooms
lsun-bedrooms29.png,0,lsun-bedrooms
lsun-bedrooms30.png,0,lsun-bedrooms
lsun-bedrooms31.png,0,lsun-bedrooms
lsun-bedrooms32.png,0,lsun-bedrooms
lsun-bedrooms33.png,0,lsun-bedrooms
lsun-bedrooms34.png,0,lsun-bedrooms
lsun-bedrooms35.png,0,lsun-bedrooms
lsun-bedrooms36.png,0,lsun-bedrooms
lsun-bedrooms37.png,0,lsun-bedrooms
lsun-bedrooms38.png,0,lsun-bedrooms
lsun-bedrooms39.png,0,lsun-bedrooms
lsun-bedrooms40.png,0,lsun-bedrooms
lsun-bedrooms41.png,0,lsun-bedrooms
lsun-bedrooms42.png,0,lsun-bedrooms
lsun-bedrooms43.png,0,lsun-bedrooms
lsun-bedrooms44.png,0,lsun-bedrooms
lsun-bedrooms45.png,0,lsun-bedrooms
lsun-bedrooms46.png,0,lsun-bedrooms
lsun-bedrooms47.png,0,lsun-bedrooms
lsun-bedrooms48.png,0,lsun-bedrooms
lsun-bedrooms49.png,0,lsun-bedrooms
ADM-diffusers0.png,1,ADM-diffusers
ADM-diffusers1.png,1,ADM-diffusers
ADM-diffusers2.png,1,ADM-diffusers
ADM-diffusers3.png,1,ADM-diffusers
ADM-diffusers4.png,1,ADM-diffusers
ADM-diffusers5.png,1,ADM-diffusers
ADM-diffusers6.png,1,ADM-diffusers
ADM-diffusers7.png,1,ADM-diffusers
ADM-diffusers8.png,1,ADM-diffusers
ADM-diffusers9.png,1,ADM-diffusers
ADM-diffusers10.png,1,ADM-diffusers
ADM-diffusers11.png,1,ADM-diffusers
ADM-diffusers12.png,1,ADM-diffusers
ADM-diffusers13.png,1,ADM-diffusers
ADM-diffusers14.png,1,ADM-diffusers
ADM-diffusers15.png,1,ADM-diffusers
ADM-diffusers16.png,1,ADM-diffusers
ADM-diffusers17.png,1,ADM-diffusers
ADM-diffusers18.png,1,ADM-diffusers
ADM-diffusers19.png,1,ADM-diffusers
ADM-diffusers20.png,1,ADM-diffusers
ADM-diffusers21.png,1,ADM-diffusers
ADM-diffusers22.png,1,ADM-diffusers
ADM-diffusers23.png,1,ADM-diffusers
ADM-diffusers24.png,1,ADM-diffusers
ADM-diffusers25.png,1,ADM-diffusers
ADM-diffusers26.png,1,ADM-diffusers
ADM-diffusers27.png,1,ADM-diffusers
ADM-diffusers28.png,1,ADM-diffusers
ADM-diffusers29.png,1,ADM-diffusers
ADM-diffusers30.png,1,ADM-diffusers
ADM-diffusers31.png,1,ADM-diffusers
ADM-diffusers32.png,1,ADM-diffusers
ADM-diffusers33.png,1,ADM-diffusers
ADM-diffusers34.png,1,ADM-diffusers
ADM-diffusers35.png,1,ADM-diffusers
ADM-diffusers36.png,1,ADM-diffusers
ADM-diffusers37.png,1,ADM-diffusers
ADM-diffusers38.png,1,ADM-diffusers
ADM-diffusers39.png,1,ADM-diffusers
ADM-diffusers40.png,1,ADM-diffusers
ADM-diffusers41.png,1,ADM-diffusers
ADM-diffusers42.png,1,ADM-diffusers
ADM-diffusers43.png,1,ADM-diffusers
ADM-diffusers44.png,1,ADM-diffusers
ADM-diffusers45.png,1,ADM-diffusers
ADM-diffusers46.png,1,ADM-diffusers
ADM-diffusers47.png,1,ADM-diffusers
ADM-diffusers48.png,1,ADM-diffusers
ADM-diffusers49.png,1,ADM-diffusers
ddpm-cat-2560.png,1,ddpm-cat-256
ddpm-cat-2561.png,1,ddpm-cat-256
ddpm-cat-2562.png,1,ddpm-cat-256
ddpm-cat-2563.png,1,ddpm-cat-256
ddpm-cat-2564.png,1,ddpm-cat-256
ddpm-cat-2565.png,1,ddpm-cat-256
ddpm-cat-2566.png,1,ddpm-cat-256
ddpm-cat-2567.png,1,ddpm-cat-256
ddpm-cat-2568.png,1,ddpm-cat-256
ddpm-cat-2569.png,1,ddpm-cat-256
ddpm-cat-25610.png,1,ddpm-cat-256
ddpm-cat-25611.png,1,ddpm-cat-256
ddpm-cat-25612.png,1,ddpm-cat-256
ddpm-cat-25613.png,1,ddpm-cat-256
ddpm-cat-25614.png,1,ddpm-cat-256
ddpm-cat-25615.png,1,ddpm-cat-256
ddpm-cat-25616.png,1,ddpm-cat-256
ddpm-cat-25617.png,1,ddpm-cat-256
ddpm-cat-25618.png,1,ddpm-cat-256
ddpm-cat-25619.png,1,ddpm-cat-256
ddpm-cat-25620.png,1,ddpm-cat-256
ddpm-cat-25621.png,1,ddpm-cat-256
ddpm-cat-25622.png,1,ddpm-cat-256
ddpm-cat-25623.png,1,ddpm-cat-256
ddpm-cat-25624.png,1,ddpm-cat-256
ddpm-cat-25625.png,1,ddpm-cat-256
ddpm-cat-25626.png,1,ddpm-cat-256
ddpm-cat-25627.png,1,ddpm-cat-256
ddpm-cat-25628.png,1,ddpm-cat-256
ddpm-cat-25629.png,1,ddpm-cat-256
ddpm-cat-25630.png,1,ddpm-cat-256
ddpm-cat-25631.png,1,ddpm-cat-256
ddpm-cat-25632.png,1,ddpm-cat-256
ddpm-cat-25633.png,1,ddpm-cat-256
ddpm-cat-25634.png,1,ddpm-cat-256
ddpm-cat-25635.png,1,ddpm-cat-256
ddpm-cat-25636.png,1,ddpm-cat-256
ddpm-cat-25637.png,1,ddpm-cat-256
ddpm-cat-25638.png,1,ddpm-cat-256
ddpm-cat-25639.png,1,ddpm-cat-256
ddpm-cat-25640.png,1,ddpm-cat-256
ddpm-cat-25641.png,1,ddpm-cat-256
ddpm-cat-25642.png,1,ddpm-cat-256
ddpm-cat-25643.png,1,ddpm-cat-256
ddpm-cat-25644.png,1,ddpm-cat-256
ddpm-cat-25645.png,1,ddpm-cat-256
ddpm-cat-25646.png,1,ddpm-cat-256
ddpm-cat-25647.png,1,ddpm-cat-256
ddpm-cat-25648.png,1,ddpm-cat-256
ddpm-cat-25649.png,1,ddpm-cat-256
